name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone
Kepler-1566 b,1522.0,14.564,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0121,0.0013689254,0.0,Transit,0.33022,0.1762244,0.174724,0.6241000000000001,0.00014641,Close,Terrestrial - Close,Inside
Kepler-1567 b,3934.0,15.92,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.552,0.421629,0.0,Transit,1.9276,8.787840000000001,62.410000000000004,0.059536,0.30470400000000003,Close,Neptune-like - Close,Inside
Kepler-1568 b,2989.0,14.138,Super Earth,2016,2.24,Earth,1.3,Earth,0.1499,0.05722108,0.0,Transit,2.9120000000000004,2.1192862,5.017600000000001,1.6900000000000002,0.022470010000000002,Close,Super Earth - Close,Inside
Kepler-1569 b,3084.0,14.123,Super Earth,2016,3.46,Earth,1.68,Earth,0.0654,0.015879534,0.0,Transit,5.812799999999999,0.9236441999999999,11.9716,2.8223999999999996,0.00427716,Close,Super Earth - Close,Inside
Kepler-156 b,1447.0,14.339,Neptune-like,2014,5.9,Earth,0.205,Jupiter,0.054,0.0136892535,0.0,Transit,1.2095,0.774306,34.81,0.04202499999999999,0.0029159999999999998,Close,Neptune-like - Close,Inside
Kepler-156 c,1447.0,14.339,Neptune-like,2014,7.04,Earth,0.227,Jupiter,0.117,0.043531828,0.0,Transit,1.5980800000000002,1.6776630000000001,49.5616,0.051529000000000005,0.013689000000000002,Close,Neptune-like - Close,Inside
Kepler-1570 b,2998.0,14.242,Super Earth,2016,1.24,Earth,1.07,Earth,0.1784,0.072553046,0.0,Transit,1.3268,2.5407728,1.5376,1.1449,0.031826560000000004,Close,Super Earth - Close,Inside
Kepler-1571 b,2203.0,13.975,Super Earth,2016,2.92,Earth,1.52,Earth,0.0432,0.009308693,0.0,Transit,4.4384,0.60372,8.526399999999999,2.3104,0.0018662400000000001,Close,Super Earth - Close,Inside
Kepler-1572 b,3088.0,13.879,Terrestrial,2016,0.779,Earth,0.94,Earth,0.0614,0.015058179,0.0,Transit,0.73226,0.8521706,0.6068410000000001,0.8835999999999999,0.0037699600000000006,Close,Terrestrial - Close,Inside
Kepler-1573 b,4747.0,15.304,Super Earth,2016,1.87,Earth,1.2,Earth,0.0364,0.007118412,0.0,Transit,2.244,0.5570656,3.4969000000000006,1.44,0.00132496,Close,Super Earth - Close,Inside
Kepler-1574 b,4515.0,15.188,Super Earth,2016,2.21,Earth,1.29,Earth,0.0743,0.01889117,0.0,Transit,2.8509,1.1284684,4.8841,1.6641000000000001,0.005520490000000001,Close,Super Earth - Close,Inside
Kepler-1575 b,4067.0,15.53,Super Earth,2016,2.27,Earth,1.31,Earth,0.0366,0.007118412,0.0,Transit,2.9737,0.568398,5.1529,1.7161000000000002,0.00133956,Close,Super Earth - Close,Inside
Kepler-1576 b,1503.0,13.439,Super Earth,2016,1.12,Earth,1.04,Earth,0.0726,0.019164955,0.0,Transit,1.1648,0.9756714,1.2544000000000002,1.0816000000000001,0.005270759999999999,Close,Super Earth - Close,Inside
Kepler-1577 b,1664.0,15.228,Super Earth,2016,1.51,Earth,1.13,Earth,0.0657,0.017248461,0.0,Transit,1.7063,1.0004795999999998,2.2801,1.2768999999999997,0.004316489999999999,Close,Super Earth - Close,Inside
Kepler-1578 b,3471.0,15.585,Super Earth,2016,1.12,Earth,1.04,Earth,0.0252,0.0041067763,0.0,Transit,1.1648,0.39274200000000004,1.2544000000000002,1.0816000000000001,0.00063504,Close,Super Earth - Close,Inside
Kepler-1579 b,1520.0,15.49,Terrestrial,2016,0.52,Earth,0.84,Earth,0.014,0.0021902807,0.0,Transit,0.4368,0.21686,0.27040000000000003,0.7055999999999999,0.00019600000000000002,Close,Terrestrial - Close,Inside
Kepler-157 b,2524.0,14.206,Super Earth,2014,2.3,Earth,1.32,Earth,0.028,0.0046543465,0.0,Transit,3.036,0.397768,5.289999999999999,1.7424000000000002,0.0007840000000000001,Close,Super Earth - Close,Inside
Kepler-157 c,2524.0,14.206,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.11,0.036960986,0.0,Transit,1.1300000000000001,1.56266,31.922500000000003,0.04000000000000001,0.0121,Close,Neptune-like - Close,Inside
Kepler-157 d,2524.0,14.206,Super Earth,2016,2.73,Earth,1.46,Earth,0.0698,0.019164955,0.0,Transit,3.9858,0.9915788,7.4529,2.1315999999999997,0.00487204,Close,Super Earth - Close,Inside
Kepler-1580 b,3269.0,12.635,Neptune-like,2016,5.1,Earth,2.11,Earth,0.323,0.15496235,0.0,Transit,10.761,4.081105,26.009999999999998,4.4521,0.104329,Close,Neptune-like - Close,Inside
Kepler-1581 b,1609.0,12.442,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0674,0.017248461,0.0,Transit,0.3496,0.8385908000000001,0.190969,0.6400000000000001,0.00454276,Close,Terrestrial - Close,Inside
Kepler-1582 b,257.0,17.96,Super Earth,2016,2.83,Earth,1.49,Earth,0.0316,0.013141684,0.0,Transit,4.2167,0.567536,8.0089,2.2201,0.0009985600000000001,Close,Super Earth - Close,Inside
Kepler-1583 b,1318.0,12.976,Terrestrial,2016,0.156,Earth,0.6,Earth,0.085,0.025462013,0.0,Transit,0.0936,1.1029600000000002,0.024336,0.36,0.007225000000000001,Close,Terrestrial - Close,Inside
Kepler-1584 b,4620.0,15.105,Super Earth,2016,3.22,Earth,1.61,Earth,0.1168,0.0366872,0.0,Transit,5.184200000000001,1.764264,10.368400000000001,2.5921000000000003,0.01364224,Close,Super Earth - Close,Inside
Kepler-1585 b,3081.0,16.326,Super Earth,2016,3.86,Earth,1.79,Earth,0.0445,0.009856262,0.0,Transit,6.9094,0.726507,14.8996,3.2041,0.00198025,Close,Super Earth - Close,Inside
Kepler-1586 b,1802.0,13.278,Super Earth,2016,2.92,Earth,1.52,Earth,0.1266,0.042710472,0.0,Transit,4.4384,1.6809948,8.526399999999999,2.3104,0.016027559999999996,Close,Super Earth - Close,Inside
Kepler-1587 b,3348.0,14.166,Super Earth,2016,2.33,Earth,1.33,Earth,0.0878,0.025735795,0.0,Transit,3.0989000000000004,1.2437748000000002,5.4289000000000005,1.7689000000000001,0.007708840000000001,Close,Super Earth - Close,Inside
Kepler-1588 b,3015.0,13.94,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0726,0.021355236,0.0,Transit,0.27588,1.012044,0.131769,0.5776,0.005270759999999999,Close,Terrestrial - Close,Inside
Kepler-1589 b,4936.0,15.074,Super Earth,2016,1.32,Earth,1.09,Earth,0.0205,0.0027378509,0.0,Transit,1.4388,0.309017,1.7424000000000002,1.1881000000000002,0.00042025000000000005,Close,Super Earth - Close,Inside
Kepler-158 b,1028.0,14.743,Neptune-like,2014,5.14,Earth,2.12,Earth,0.111,0.045722112,0.0,Transit,10.8968,1.636473,26.419599999999996,4.494400000000001,0.012321,Close,Neptune-like - Close,Inside
Kepler-158 c,1028.0,14.743,Super Earth,2014,4.27,Earth,1.9,Earth,0.158,0.07830253,0.0,Transit,8.113,2.329394,18.232899999999997,3.61,0.024964,Close,Super Earth - Close,Inside
Kepler-1590 b,2515.0,14.186,Super Earth,2016,1.55,Earth,1.14,Earth,0.0772,0.020807665,0.0,Transit,1.767,1.0951592,2.4025000000000003,1.2995999999999999,0.005959840000000001,Close,Super Earth - Close,Inside
Kepler-1591 b,4631.0,14.846,Super Earth,2016,2.15,Earth,1.27,Earth,0.0794,0.022450376,0.0,Transit,2.7304999999999997,1.1787724,4.6225,1.6129,0.00630436,Close,Super Earth - Close,Inside
Kepler-1592 b,5348.0,14.94,Super Earth,2016,2.99,Earth,1.54,Earth,0.04,0.008487337,0.0,Transit,4.6046000000000005,0.5976,8.940100000000001,2.3716,0.0016,Close,Super Earth - Close,Inside
Kepler-1593 b,2082.0,16.19,Neptune-like,2016,10.2,Earth,0.283,Jupiter,0.546,0.47775495,0.0,Transit,2.8865999999999996,8.83974,104.03999999999999,0.08008899999999998,0.29811600000000005,Close,Neptune-like - Close,Inside
Kepler-1594 b,3187.0,14.951,Super Earth,2016,1.2,Earth,1.06,Earth,0.0396,0.0073921974,0.0,Transit,1.272,0.5920596,1.44,1.1236000000000002,0.0015681600000000003,Close,Super Earth - Close,Inside
Kepler-1595 b,2756.0,15.508,Super Earth,2016,2.04,Earth,1.23,Earth,0.051,0.012594113,0.0,Transit,2.5092,0.7909079999999999,4.1616,1.5129,0.0026009999999999996,Close,Super Earth - Close,Inside
Kepler-1596 b,7001.0,15.632,Super Earth,2016,4.27,Earth,1.9,Earth,0.3237,0.1817933,0.0,Transit,8.113,5.0600784,18.232899999999997,3.61,0.10478169,Close,Super Earth - Close,Inside
Kepler-1597 b,3983.0,14.257,Super Earth,2016,1.2,Earth,1.06,Earth,0.0427,0.007939767,0.0,Transit,1.272,0.6087739,1.44,1.1236000000000002,0.0018232900000000002,Close,Super Earth - Close,Inside
Kepler-1598 b,2022.0,13.929,Terrestrial,2016,0.809,Earth,0.95,Earth,0.0527,0.011772759,0.0,Transit,0.7685500000000001,0.7340582999999999,0.6544810000000001,0.9025,0.0027772899999999995,Close,Terrestrial - Close,Inside
Kepler-1599 b,4333.0,14.97,Super Earth,2016,3.26,Earth,1.62,Earth,0.4823,0.33511293,0.0,Transit,5.2812,7.2200310000000005,10.6276,2.6244000000000005,0.23261329,Close,Super Earth - Close,Inside
Kepler-159 b,1219.0,15.386,Neptune-like,2014,6.26,Earth,0.212,Jupiter,0.082,0.027652293,0.0,Transit,1.3271199999999999,1.261652,39.187599999999996,0.044944,0.006724000000000001,Close,Neptune-like - Close,Inside
Kepler-159 c,1219.0,15.386,Neptune-like,2014,11.5,Earth,0.304,Jupiter,0.218,0.11937029,0.0,Transit,3.496,3.354148,132.25,0.092416,0.047524,Close,Neptune-like - Close,Inside
Kepler-15 b,2412.0,13.81,Gas Giant,2011,0.66,Jupiter,0.96,Jupiter,0.05714,0.013415469,0.06,Transit,0.6336,0.7891034000000001,0.43560000000000004,0.9216,0.0032649796000000005,Close,Gas Giant - Close,Inside
Kepler-1600 b,3363.0,16.076,Neptune-like,2016,9.96,Earth,0.279,Jupiter,0.9712,1.0579056,0.0,Transit,2.7788400000000006,15.613011199999999,99.20160000000001,0.07784100000000002,0.9432294399999999,Close,Neptune-like - Close,On the Edge
Kepler-1600 c,3363.0,16.076,Super Earth,2021,4.43,Earth,1.942,Earth,0.0689,0.019986311,0.0,Transit,8.60306,1.1076364,19.624899999999997,3.7713639999999997,0.00474721,Close,Super Earth - Close,Inside
Kepler-1601 b,2102.0,13.842,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0336,0.006023272,0.0,Transit,0.39114,0.4650912,0.22752899999999998,0.6723999999999999,0.0011289599999999998,Close,Terrestrial - Close,Inside
Kepler-1602 b,2054.0,13.362,Super Earth,2016,2.36,Earth,1.34,Earth,0.1074,0.030663928,0.0,Transit,3.1624,1.4350787999999999,5.569599999999999,1.7956000000000003,0.01153476,Close,Super Earth - Close,Inside
Kepler-1603 b,8848.0,15.397,Super Earth,2016,2.21,Earth,1.29,Earth,0.0351,0.0062970566,0.0,Transit,2.8509,0.5404347,4.8841,1.6641000000000001,0.00123201,Close,Super Earth - Close,Inside
Kepler-1604 b,1765.0,15.224,Super Earth,2016,2.57,Earth,1.41,Earth,0.0089,0.0019164955,0.0,Transit,3.6236999999999995,0.1354936,6.604899999999999,1.9880999999999998,7.921e-05,Close,Super Earth - Close,Inside
Kepler-1605 b,1782.0,12.592,Super Earth,2016,1.28,Earth,1.08,Earth,0.3912,0.23490761,0.0,Transit,1.3824,4.9259904,1.6384,1.1664,0.15303744,Close,Super Earth - Close,Inside
Kepler-1606 b,2712.0,15.396,Super Earth,2016,4.94,Earth,2.07,Earth,0.6421,0.5377139,0.0,Transit,10.2258,9.8857716,24.403600000000004,4.2848999999999995,0.41229241,Close,Super Earth - Close,Inside
Kepler-1607 b,4195.0,13.969,Terrestrial,2016,0.721,Earth,0.92,Earth,0.1075,0.037234772,0.0,Transit,0.66332,1.5016675,0.519841,0.8464,0.011556249999999999,Close,Terrestrial - Close,Inside
Kepler-1608 b,2714.0,16.265,Super Earth,2016,3.64,Earth,1.73,Earth,0.1126,0.04517454,0.0,Transit,6.2972,1.8314390000000003,13.249600000000001,2.9929,0.01267876,Close,Super Earth - Close,Inside
Kepler-1609 b,5957.0,15.159,Neptune-like,2016,5.56,Earth,2.22,Earth,0.4679,0.31293637,0.0,Transit,12.3432,7.0928961,30.913599999999995,4.928400000000001,0.21893041,Close,Neptune-like - Close,Inside
Kepler-160 b,3057.0,14.816,Super Earth,2014,3.59,Earth,1.715,Earth,0.05511,0.011772759,0.0,Transit,6.15685,0.8165097600000001,12.8881,2.941225,0.0030371121,Close,Super Earth - Close,Inside
Kepler-160 c,3057.0,14.816,Neptune-like,2014,13.6,Earth,0.335,Jupiter,0.1192,0.037508555,0.0,Transit,4.556,1.7660672000000002,184.95999999999998,0.11222500000000002,0.01420864,Close,Neptune-like - Close,Inside
Kepler-160 d,3057.0,14.816,Gas Giant,2020,0.31463,Jupiter,,,0.17,0.08213552,0.0,Transit Timing Variations,,2.5187200000000005,0.09899203690000001,,0.028900000000000006,Close,Gas Giant - Close,Inside
Kepler-1610 b,2819.0,16.077,Super Earth,2016,3.22,Earth,1.61,Earth,0.0777,0.023819301,0.0,Transit,5.184200000000001,1.2491829000000003,10.368400000000001,2.5921000000000003,0.006037290000000001,Close,Super Earth - Close,Inside
Kepler-1611 b,2963.0,14.627,Terrestrial,2016,0.457,Earth,0.81,Earth,0.0586,0.014236824,0.0,Transit,0.37017000000000005,0.8571422000000001,0.208849,0.6561000000000001,0.00343396,Close,Terrestrial - Close,Inside
Kepler-1612 b,2495.0,14.936,Super Earth,2016,1.08,Earth,1.03,Earth,0.0482,0.010677618,0.0,Transit,1.1124,0.7199152,1.1664,1.0609,0.00232324,Close,Super Earth - Close,Inside
Kepler-1613 b,4920.0,14.192,Super Earth,2016,4.98,Earth,2.08,Earth,0.0264,0.0041067763,0.0,Transit,10.358400000000001,0.3746688,24.800400000000003,4.3264000000000005,0.0006969599999999999,Close,Super Earth - Close,Inside
Kepler-1614 b,3886.0,16.01,Super Earth,2016,2.83,Earth,1.49,Earth,0.0471,0.010677618,0.0,Transit,4.2167,0.7540710000000002,8.0089,2.2201,0.00221841,Close,Super Earth - Close,Inside
Kepler-1615 b,4547.0,14.603,Super Earth,2016,4.9,Earth,2.06,Earth,0.2788,0.12950034,0.0,Transit,10.094000000000001,4.0713164,24.010000000000005,4.2436,0.07772944,Close,Super Earth - Close,Inside
Kepler-1616 b,3712.0,13.491,Super Earth,2016,1.04,Earth,1.02,Earth,0.0761,0.018617386,0.0,Transit,1.0608,1.0266651,1.0816000000000001,1.0404,0.00579121,Close,Super Earth - Close,Inside
Kepler-1617 b,2930.0,13.811,Super Earth,2016,1.87,Earth,1.2,Earth,0.181,0.075290896,0.0,Transit,2.244,2.499791,3.4969000000000006,1.44,0.032761,Close,Super Earth - Close,Inside
Kepler-1618 b,4010.0,13.672,Super Earth,2016,2.13,Earth,1.26,Earth,0.0706,0.01670089,0.0,Transit,2.6837999999999997,0.9652432,4.536899999999999,1.5876000000000001,0.004984359999999999,Close,Super Earth - Close,Inside
Kepler-1619 b,2397.0,13.438,Terrestrial,2016,0.363,Earth,0.76,Earth,0.1611,0.06461328,0.0,Transit,0.27588,2.1648618,0.131769,0.5776,0.025953209999999997,Close,Terrestrial - Close,Inside
Kepler-161 b,1418.0,14.406,Super Earth,2014,12.1,Earth,2.12,Earth,0.054,0.013415469,0.0,Transit,25.652,0.7779240000000001,146.41,4.494400000000001,0.0029159999999999998,Close,Super Earth - Close,Inside
Kepler-161 c,1418.0,14.406,Super Earth,2014,11.8,Earth,2.05,Earth,0.068,0.01943874,0.0,Transit,24.189999999999998,0.9796080000000001,139.24,4.2025,0.0046240000000000005,Close,Super Earth - Close,Inside
Kepler-1620 b,2920.0,13.69,Super Earth,2016,3.22,Earth,1.61,Earth,0.4322,0.27926078,0.0,Transit,5.184200000000001,5.916817999999999,10.368400000000001,2.5921000000000003,0.18679683999999996,Close,Super Earth - Close,Inside
Kepler-1621 b,5322.0,15.151,Neptune-like,2016,5.31,Earth,2.16,Earth,0.4204,0.25270364,0.0,Transit,11.4696,6.3694804,28.196099999999994,4.6656,0.17673616,Close,Neptune-like - Close,Inside
Kepler-1622 b,2598.0,13.437,Super Earth,2016,2.76,Earth,1.47,Earth,0.0994,0.02956879,0.0,Transit,4.0572,1.3356378,7.617599999999999,2.1609,0.009880360000000001,Close,Super Earth - Close,Inside
Kepler-1623 b,2732.0,15.205,Super Earth,2016,2.27,Earth,1.31,Earth,0.0518,0.012046544,0.0,Transit,2.9737,0.787619,5.1529,1.7161000000000002,0.00268324,Close,Super Earth - Close,Inside
Kepler-1624 b,845.0,16.597,Neptune-like,2016,27.6,Earth,0.509,Jupiter,0.0327,0.009034907,0.0,Transit,14.0484,0.5427219000000001,761.7600000000001,0.259081,0.00106929,Close,Neptune-like - Close,Inside
Kepler-1625 b,7536.0,16.227,Neptune-like,2016,30.6,Earth,0.541,Jupiter,0.8748,0.7868583,0.0,Transit,16.5546,14.1953796,936.3600000000001,0.292681,0.76527504,Close,Neptune-like - Close,Inside
Kepler-1626 b,4465.0,14.357,Super Earth,2016,4.74,Earth,2.02,Earth,0.0537,0.011225188,0.0,Transit,9.5748,0.7709708999999999,22.4676,4.0804,0.00288369,Close,Super Earth - Close,Inside
Kepler-1627 b,1035.0,13.111,Neptune-like,2016,13.2,Earth,0.329,Jupiter,0.0643,0.019712524,0.0,Transit,4.3427999999999995,0.8430373,174.23999999999998,0.108241,0.004134489999999999,Close,Neptune-like - Close,Inside
Kepler-1628 b,1148.0,17.8298,Neptune-like,2016,33.8,Earth,0.574,Jupiter,0.2952,0.2091718,0.0,Transit,19.401199999999996,5.26335696,1142.4399999999998,0.32947599999999994,0.08714304,Close,Neptune-like - Close,Inside
Kepler-1629 b,1096.0,12.786,Terrestrial,2016,0.381,Earth,0.77,Earth,0.0485,0.010677618,0.0,Transit,0.29337,0.620121,0.145161,0.5929,0.00235225,Close,Terrestrial - Close,Inside
Kepler-162 b,2791.0,14.351,Super Earth,2014,2.13,Earth,1.26,Earth,0.069,0.01889117,0.0,Transit,2.6837999999999997,0.9902190000000002,4.536899999999999,1.5876000000000001,0.0047610000000000005,Close,Super Earth - Close,Inside
Kepler-162 c,2791.0,14.351,Neptune-like,2014,9.43,Earth,0.27,Jupiter,0.137,0.053114302,0.0,Transit,2.5461,1.9660870000000004,88.9249,0.0729,0.018769000000000004,Close,Neptune-like - Close,Inside
Kepler-1630 b,1080.0,14.278,Neptune-like,2016,5.43,Earth,2.19,Earth,1.1218,1.4,0.0,Transit,11.891699999999998,16.0170604,29.484899999999996,4.7961,1.2584352399999998,Close,Neptune-like - Close,On the Edge
Kepler-1631 b,4260.0,15.673,Super Earth,2016,2.39,Earth,1.35,Earth,0.0511,0.011225188,0.0,Transit,3.2265000000000006,0.8008902999999999,5.7121,1.8225000000000002,0.00261121,Close,Super Earth - Close,Inside
Kepler-1632 b,2338.0,13.22,Neptune-like,2016,6.66,Earth,0.22,Jupiter,0.6762,1.2273785,0.0,Transit,1.4652,8.939364000000001,44.3556,0.0484,0.45724644000000003,Close,Neptune-like - Close,Inside
Kepler-1633 b,3637.0,13.516,Super Earth,2016,3.12,Earth,1.58,Earth,0.3875,0.5103354,0.0,Transit,4.929600000000001,5.23745,9.7344,2.4964000000000004,0.15015625000000002,Close,Super Earth - Close,Inside
Kepler-1634 b,2014.0,14.636,Neptune-like,2016,10.3,Earth,0.285,Jupiter,1.0525,1.0264202,0.0,Transit,2.9354999999999998,15.40439,106.09000000000002,0.08122499999999999,1.10775625,Close,Neptune-like - Close,On the Edge
Kepler-1635 b,3489.0,15.82,Neptune-like,2016,12.9,Earth,0.325,Jupiter,1.117,1.2856947,0.0,Transit,4.1925,17.67094,166.41,0.10562500000000001,1.247689,Close,Neptune-like - Close,On the Edge
Kepler-1636 b,6353.0,15.807,Neptune-like,2016,10.5,Earth,0.288,Jupiter,1.1546,1.1649555,0.0,Transit,3.0239999999999996,18.2507622,110.25,0.08294399999999999,1.3331011600000002,Close,Neptune-like - Close,On the Edge
Kepler-1637 b,1850.0,13.375,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0596,0.01670089,0.0,Transit,0.5696,0.79715,0.4096,0.7921,0.00355216,Close,Terrestrial - Close,Inside
Kepler-1638 b,4976.0,14.769,Super Earth,2016,4.16,Earth,1.87,Earth,0.745,0.7099247,0.0,Transit,7.7792,11.002905,17.305600000000002,3.4969000000000006,0.555025,Close,Super Earth - Close,Inside
Kepler-1639 b,3364.0,14.593,Neptune-like,2016,7.18,Earth,0.23,Jupiter,0.0932,0.027104722,0.0,Transit,1.6514,1.3600676,51.5524,0.0529,0.008686240000000001,Close,Neptune-like - Close,Inside
Kepler-163 b,2250.0,14.467,Super Earth,2014,1.16,Earth,1.05,Earth,0.078,0.021355236,0.0,Transit,1.218,1.128426,1.3456,1.1025,0.006084,Close,Super Earth - Close,Inside
Kepler-163 c,2250.0,14.467,Neptune-like,2014,5.73,Earth,0.202,Jupiter,0.152,0.05831622,0.0,Transit,1.1574600000000002,2.198984,32.8329,0.04080400000000001,0.023104,Close,Neptune-like - Close,Inside
Kepler-1640 b,6067.0,14.754,Neptune-like,2016,20.7,Earth,0.43,Jupiter,0.0836,0.020807665,0.0,Transit,8.901,1.2334344,428.48999999999995,0.18489999999999998,0.006988959999999999,Close,Neptune-like - Close,Inside
Kepler-1641 b,2807.0,14.49,Neptune-like,2016,9.85,Earth,0.277,Jupiter,0.1473,0.053935662,0.0,Transit,2.72845,2.1343769999999997,97.0225,0.07672900000000002,0.021697289999999998,Close,Neptune-like - Close,Inside
Kepler-1641 c,2807.0,14.49,Neptune-like,2016,9.01,Earth,0.263,Jupiter,0.2065,0.089527726,0.0,Transit,2.36963,2.992185,81.1801,0.06916900000000001,0.04264224999999999,Close,Neptune-like - Close,Inside
Kepler-1642 b,1350.0,14.319,Neptune-like,2016,10.3,Earth,0.285,Jupiter,0.1016,0.03340178,0.0,Transit,2.9354999999999998,1.4548104,106.09000000000002,0.08122499999999999,0.01032256,Close,Neptune-like - Close,Inside
Kepler-1642 c,1350.0,14.319,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0678,0.0183436,0.0,Transit,1.7917199999999998,0.9708282,57.1536,0.056169,0.00459684,Close,Neptune-like - Close,Inside
Kepler-1643 b,1115.0,14.072,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0531,0.01451061,0.0,Transit,1.23993,0.7472232,35.880100000000006,0.042849,0.00281961,Close,Neptune-like - Close,Inside
Kepler-1644 b,2053.0,14.397,Super Earth,2016,4.19,Earth,1.88,Earth,0.142,0.057768654,0.0,Transit,7.8772,2.044374,17.556100000000004,3.5343999999999998,0.020163999999999998,Close,Super Earth - Close,Inside
Kepler-1645 b,3922.0,14.566,Super Earth,2016,3.82,Earth,1.78,Earth,0.1285,0.044353183,0.0,Transit,6.7996,1.871731,14.5924,3.1684,0.01651225,Close,Super Earth - Close,Inside
Kepler-1646 b,416.0,16.8419,Super Earth,2016,2.04,Earth,1.23,Earth,0.0295,0.0123203285,0.0,Transit,2.5092,0.4968360499999999,4.1616,1.5129,0.0008702499999999999,Close,Super Earth - Close,Inside
Kepler-1647 b,3955.0,13.668,Gas Giant,2016,1.51968,Jupiter,1.059,Jupiter,2.7205,3.0,0.06,Transit,1.6093411199999998,37.183794,2.3094273023999996,1.121481,7.40112025,Close,Gas Giant - Close,Outside
Kepler-1649 b,301.0,17.95,Super Earth,2017,1.03,Earth,1.017,Earth,0.0514,0.023819301,0.0,Transit,1.04751,0.92263,1.0609,1.0342889999999998,0.00264196,Close,Super Earth - Close,Inside
Kepler-1649 c,301.0,17.95,Super Earth,2020,1.2,Earth,1.06,Earth,0.0649,0.05338809,0.0,Transit,1.272,1.164955,1.44,1.1236000000000002,0.0042120099999999995,Close,Super Earth - Close,Inside
Kepler-164 b,2906.0,14.379,Super Earth,2014,2.57,Earth,1.41,Earth,0.058,0.0136892535,0.0,Transit,3.6236999999999995,0.833982,6.604899999999999,1.9880999999999998,0.0033640000000000002,Close,Super Earth - Close,Inside
Kepler-164 c,2906.0,14.379,Neptune-like,2014,7.9,Earth,0.244,Jupiter,0.097,0.029842572,0.0,Transit,1.9276,1.394763,62.410000000000004,0.059536,0.009409,Close,Neptune-like - Close,Inside
Kepler-164 d,2906.0,14.379,Neptune-like,2014,6.57,Earth,0.219,Jupiter,0.187,0.07939767,0.0,Transit,1.43883,2.688873,43.1649,0.047961,0.034969,Close,Neptune-like - Close,Inside
Kepler-1650 b,438.0,17.07,Terrestrial,2017,0.84,Earth,0.96,Earth,0.0167,0.0041067763,0.01,Transit,0.8063999999999999,0.285069,0.7055999999999999,0.9216,0.00027889,Close,Terrestrial - Close,Inside
Kepler-1651 b,217.0,13.86,Super Earth,2017,4.04,Earth,1.84,Earth,0.0692,0.027104722,0.13,Transit,7.4336,0.959112,16.3216,3.3856,0.004788639999999999,Close,Super Earth - Close,Inside
Kepler-1652 b,822.0,16.86,Super Earth,2017,3.19,Earth,1.6,Earth,0.1654,0.104312114,0.0,Transit,5.104,2.7886439999999997,10.1761,2.5600000000000005,0.02735716,Close,Super Earth - Close,Inside
Kepler-1653 b,2463.0,15.864,Neptune-like,2017,5.35,Earth,2.17,Earth,0.4706,0.38412046,0.0,Transit,11.609499999999999,7.465598400000001,28.622499999999995,4.7089,0.22146436000000003,Close,Neptune-like - Close,Inside
Kepler-1654 b,1853.0,13.497,Gas Giant,2018,0.5,Jupiter,0.819,Jupiter,2.026,2.9,0.26,Transit,0.4095,27.344921999999997,0.25,0.6707609999999999,4.1046759999999995,Close,Gas Giant - Close,Outside
Kepler-1655 b,696.0,11.045,Neptune-like,2018,5.0,Earth,2.213,Earth,0.103,0.032580424,0.0,Transit,11.065000000000001,1.137635,25.0,4.897369,0.010608999999999999,Close,Neptune-like - Close,Inside
Kepler-1656 b,606.0,11.64,Gas Giant,2018,0.15,Jupiter,0.448,Jupiter,0.1974,0.08651608,0.84,Transit,0.0672,2.297736,0.0225,0.20070400000000002,0.038966759999999996,Close,Gas Giant - Close,Inside
Kepler-1656 c,606.0,11.64,Gas Giant,2022,0.4,Jupiter,1.25,Jupiter,3.053,5.3,0.53,Radial Velocity,0.5,35.53692,0.16000000000000003,1.5625,9.320808999999999,Close,Gas Giant - Close,Outside
Kepler-1658 b,2571.0,11.62,Gas Giant,2019,5.88,Jupiter,1.07,Jupiter,0.0544,0.010403832,0.06,Transit,6.2916,0.6321279999999999,34.5744,1.1449,0.00295936,Close,Gas Giant - Close,Inside
Kepler-165 b,1830.0,15.05,Neptune-like,2014,5.99,Earth,0.207,Jupiter,0.072,0.022450376,0.0,Transit,1.23993,1.0836,35.880100000000006,0.042849,0.005183999999999999,Close,Neptune-like - Close,Inside
Kepler-165 c,1830.0,15.05,Neptune-like,2014,5.6,Earth,2.23,Earth,0.11,0.041889116,0.0,Transit,12.488,1.6555000000000002,31.359999999999996,4.9729,0.0121,Close,Neptune-like - Close,Inside
Kepler-1661 b,1339.0,14.357,Neptune-like,2020,17.0,Earth,0.345,Jupiter,0.633,0.47939768,0.06,Transit,5.864999999999999,9.087981,289.0,0.11902499999999998,0.400689,Close,Neptune-like - Close,Inside
