name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone,planet_surface_temperature,geological_activity_potential,atmospheric_pressure,potential_for_liquid_water,biosignature_potential,radiation_exposure,approximated_mass,approximated_radius,planet_gravity,climate_stability,atmospheric_retention_potential,possibility_of_moon,planetary_composition_hypothesis,atmospheric_density,normalized_stellar_magnitude,normalized_orbital_radius,energy_receipt_score,planetary_energy_receipt,planetary_composition_hypothesis_v2,planetary_composition_hypothesis_v3,planetary_composition_hypothesis_v4,planetary_composition_hypothesis_v5,combined_planetary_composition_hypothesis
HD 99283 b,362.0,5.72916,Gas Giant,2021,0.97,1.898e+27,1.23,71492.0,1.08,0.84982884,0.2,Radial Velocity,1.1931,6.1874928,0.9409,1.5129,1.1664,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.84106e+27,87935.16,15890187.742012875,Unknown,,High,Unknown,Medium,0.11105125977410948,0.9998567012216207,1.1109079609957302,Extremely Low,Unknown,Unknown,Radiation World,Shadow World,Radiation World
HD 99492 b,59.0,7.56727,Neptune-like,2004,22.2481,5.972e+24,0.448,71492.0,0.12,0.046543464,0.25,Radial Velocity,9.9671488,0.9080724,494.97795361000004,0.20070400000000002,0.0144,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,1.328656532e+26,32028.416,8644263.719852813,Low,,Medium,Unknown,Unknown,0.15307672961726645,0.9999845989784486,1.153061328595715,Extremely Low,Unknown,Unknown,Radiation World,Shadow World,Radiation World
HD 99706 b,478.0,7.65,Gas Giant,2011,1.23,1.898e+27,1.22,71492.0,1.98,2.3,0.25,Radial Velocity,1.5006,15.147,1.5129,1.4884,3.9204,1-2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.33454e+27,87220.24,20481085.336856756,Low,,High,Unknown,Medium,0.1549682198545887,0.9997367970745946,1.1547050169291833,Extremely Low,Unknown,Unknown,Volcanic World,Shadow World,Volcanic World
HD 99706 c,478.0,7.65,Gas Giant,2018,5.69,1.898e+27,1.14,71492.0,0.1028,3.5,0.41,Radial Velocity,6.4866,0.0720863,32.3761,1.2995999999999999,0.01056784,<0.5,Gas Giant - nan,No,Unknown,,Low,,Medium,Low,1.079962e+28,81500.87999999999,108510079.26985575,Unknown,,High,Unknown,Medium,0.1549682198545887,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Iron World,Mirror World,Iron World
HIP 105854 b,257.0,5.64,Gas Giant,2014,8.2,1.898e+27,1.12,71492.0,0.81,0.5043121,0.02,Radial Velocity,9.184,4.5684000000000005,67.24,1.2544000000000002,0.6561000000000001,0.5-1,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.5563599999999998e+28,80071.04000000001,162011306.41676015,Unknown,,High,Unknown,Medium,0.10901275778499245,0.9998926724657285,1.108905430250721,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 107772 b,77.0,10.56,Neptune-like,2020,12.9,5.972e+24,0.325,71492.0,0.243,0.15112936,0.18,Radial Velocity,4.1925,2.56608,166.41,0.10562500000000001,0.059049,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,7.703880000000001e+25,23234.9,9523883.983069347,Low,,Medium,Unknown,Unknown,0.22150075449266085,0.9999682120783551,1.221468966571016,Low,Unknown,Unknown,Tidally Locked World,Mirror World,Tidally Locked World
HIP 107773 b,343.0,5.62,Gas Giant,2015,1.98,1.898e+27,1.19,71492.0,0.72,0.39507186,0.09,Radial Velocity,2.3562,4.0464,3.9204,1.4161,0.5184,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,3.75804e+27,85075.48,34652836.102847256,Unknown,,High,Unknown,Medium,0.10855548950569299,0.9999046628804312,1.1084601523861242,Extremely Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
HIP 109384 b,192.0,9.61,Gas Giant,2016,1.56,1.898e+27,1.21,71492.0,1.134,1.3675565,0.55,Radial Velocity,1.8876,10.89774,2.4336,1.4641,1.2859559999999999,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,2.96088e+27,86505.31999999999,26407140.41589915,Unknown,,High,Unknown,Medium,0.19978051122593624,0.9998495069727992,1.1996300181987354,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
HIP 109600 b,216.0,9.18,Gas Giant,2016,2.68,1.898e+27,1.18,71492.0,0.706,0.6354552,0.16,Radial Velocity,3.1624,6.48108,7.182400000000001,1.3923999999999999,0.49843599999999993,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,5.08664e+27,84360.56,47702187.64419858,Unknown,,High,Unknown,Medium,0.18994924322099777,0.9999065280560516,1.1898557712770494,Very Low,Unknown,Unknown,Jungle World,Shadow World,Jungle World
HIP 114933 b,332.0,7.25,Gas Giant,2021,1.94,1.898e+27,1.2,71492.0,2.84,4.1,0.21,Radial Velocity,2.328,20.59,3.7636,1.44,8.0656,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,3.68212e+27,85790.4,33389256.99290456,Low,,High,Unknown,Medium,0.1458228542685994,0.9996222220007697,1.145445076269369,Extremely Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
HIP 116454 b,204.0,10.19,Super Earth,2014,12.7132,5.972e+24,0.22,71492.0,0.0906,0.024914443,0.2,Transit,2.796904,0.923214,161.62545424,0.0484,0.00820836,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,7.592323040000001e+25,15728.24,20483333.006249577,Low,,Medium,Unknown,Medium,0.21304129132562075,0.9999885158472515,1.2130298071728722,Low,Unknown,Unknown,Methane World,Mirror World,Methane World
HIP 12961 b,76.0,10.25,Gas Giant,2010,0.36,1.898e+27,1.18,71492.0,0.25,0.15715264,0.17,Radial Velocity,0.4247999999999999,2.5625,0.1296,1.3923999999999999,0.0625,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,6.8328e+26,84360.56,6407756.549220704,Unknown,,Medium,Unknown,Low,0.21441309616351914,0.9999672794905449,1.214380375654064,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 14810 b,165.0,8.520001,Gas Giant,2005,3.9,1.898e+27,1.16,71492.0,0.0696,0.0183436,0.14,Radial Velocity,4.524,0.5929920696,15.209999999999999,1.3456,0.004844159999999999,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,7.4022e+27,82930.72,71831700.13919057,Unknown,,High,Unknown,Medium,0.1748594128675294,0.999991313610682,1.1748507264782115,Very Low,Unknown,Unknown,Radiation World,Shadow World,Radiation World
HIP 14810 c,165.0,8.520001,Gas Giant,2006,1.31,1.898e+27,1.22,71492.0,0.549,0.40438056,0.16,Radial Velocity,1.5982,4.677480549000001,1.7161000000000002,1.4884,0.30140100000000003,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,2.48638e+27,87220.24,21813188.448197037,Unknown,,High,Unknown,Medium,0.1748594128675294,0.9999274446683661,1.1747868575358955,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
HIP 14810 d,165.0,8.520001,Gas Giant,2009,0.59,1.898e+27,1.26,71492.0,1.94,2.7,0.19,Radial Velocity,0.7434,16.52880194,0.34809999999999997,1.5876000000000001,3.7636,1-2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.11982e+27,90079.92,9210398.871268991,Low,,Medium,Unknown,Low,0.1748594128675294,0.9997421261477958,1.1746015390153253,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
HIP 19976 b,131.0,10.48,Neptune-like,2022,20.59095,5.972e+24,0.428,71492.0,0.234337,0.13880904,0.3,Radial Velocity,8.812926599999999,2.45585176,423.9872219025,0.18318399999999999,0.054913829569,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,1.229691534e+26,30598.576,8765565.795935145,Low,,Medium,Unknown,Unknown,0.219671681375463,0.9999693662223836,1.2196410475978468,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 19976 c,131.0,10.48,Gas Giant,2022,29.89588,1.898e+27,1.06,71492.0,11.460432,46.9,0.41,Radial Velocity,31.6896328,120.10532736000002,893.7636409743999,1.1236000000000002,131.34150162662402,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,5.674238023999999e+28,75781.52,659427611.7737402,Low,,High,Unknown,Medium,0.219671681375463,0.9984737491719287,1.2181454305473918,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
HIP 21152 b,142.0,6.37009,Gas Giant,2022,24.0,1.898e+27,1.07,71492.0,17.0,60.3,0.36,Direct Imaging,25.68,108.29153,576.0,1.1449,289.0,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,4.5552e+28,76496.44,519530685.0167355,Low,,High,Unknown,Medium,0.12570510768667978,0.9977357300875582,1.123440837774238,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 34222 b,74.0,10.14,Gas Giant,2021,0.83,1.898e+27,1.24,71492.0,0.492,0.4380561,0.31,Radial Velocity,1.0292,4.98888,0.6889,1.5376,0.242064,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,1.57534e+27,88650.08,13378340.310082763,Unknown,,High,Unknown,Medium,0.2118981206273721,0.9999350385976778,1.21183315922505,Low,Unknown,Unknown,Plateau World,Mirror World,Plateau World
HIP 35173 b,108.0,9.01,Neptune-like,2019,12.7,5.972e+24,0.322,71492.0,0.217,0.11362081,0.16,Radial Velocity,4.0894,1.95517,161.29,0.10368400000000001,0.047089,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,7.58444e+25,23020.424,9551753.046105947,Low,,Medium,Unknown,Unknown,0.1860624628469523,0.9999716759759358,1.186034138822888,Very Low,Unknown,Unknown,Methane World,Shadow World,Methane World
HIP 35965 b,164.0,10.18,Gas Giant,2022,8.01555,1.898e+27,1.12,71492.0,16.015432,71.6,0.14,Radial Velocity,8.977416,163.03709776,64.24904180249999,1.2544000000000002,256.494062146624,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.5213513899999995e+28,80071.04000000001,158367039.89620265,Low,,High,Unknown,Medium,0.212812657185971,0.9978669009611463,1.2106795581471173,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
HIP 38594 b,58.0,9.75,Neptune-like,2020,8.1,5.972e+24,0.247,71492.0,0.256,0.16618754,0.17,Radial Velocity,2.0007,2.496,65.61,0.061009,0.065536,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,4.83732e+25,17658.524,10353381.576647246,Low,,Medium,Unknown,Unknown,0.2029813891810325,0.9999664801295647,1.2029478693105973,Very Low,Unknown,Unknown,Tidally Locked World,Shadow World,Tidally Locked World
HIP 38594 c,58.0,9.75,Gas Giant,2020,0.15228,1.898e+27,0.708,71492.0,3.805,9.5,0.16,Radial Velocity,0.1078142399999999,37.09875,0.0231891984,0.5012639999999999,14.478025,>2,Gas Giant - Close,No,Cold,,Low,,Low,Low,2.8902744e+26,50616.336,7529113.945334327,Low,,Medium,Unknown,Low,0.2029813891810325,0.9994936581097916,1.202475047290824,Very Low,Unknown,Unknown,Storm World,Shadow World,Storm World
HIP 41378 b,347.0,8.93,Neptune-like,2016,6.83,5.972e+24,0.224,71492.0,0.1028,0.042710472,0.0,Transit,1.52992,0.0720863,46.6489,0.050176000000000005,0.01056784,<0.5,Neptune-like - nan,No,Unknown,,Unknown,,Medium,Unknown,4.078876e+25,16014.208,10614896.769898502,Unknown,,Low,Unknown,Unknown,0.18423338972975445,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 41378 c,347.0,8.93,Neptune-like,2016,7.08,5.972e+24,0.228,71492.0,0.1028,0.08678987,0.0,Transit,1.61424,0.0720863,50.126400000000004,0.051984,0.01056784,<0.5,Neptune-like - nan,No,Unknown,,Unknown,,Medium,Unknown,4.2281760000000005e+25,16300.176,10620737.417772604,Unknown,,Low,Unknown,Unknown,0.18423338972975445,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 41378 d,347.0,8.93,Neptune-like,2016,14.9,5.972e+24,0.353,71492.0,0.1028,3.1,0.0,Transit,5.2597,0.0720863,222.01000000000002,0.12460899999999998,0.01056784,<0.5,Neptune-like - nan,No,Unknown,,Unknown,,Medium,Unknown,8.89828e+25,25236.676,9324551.794045469,Unknown,,Medium,Unknown,Unknown,0.18423338972975445,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 41378 e,347.0,8.93,Neptune-like,2016,26.0,5.972e+24,0.492,71492.0,0.1028,0.35865846,0.0,Transit,12.792,0.0720863,676.0,0.242064,0.01056784,<0.5,Neptune-like - nan,No,Unknown,,Unknown,,Medium,Unknown,1.55272e+26,35174.064,8375953.360692427,Unknown,,Medium,Unknown,Unknown,0.18423338972975445,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 41378 f,347.0,8.93,Gas Giant,2016,0.233,1.898e+27,0.91,71492.0,0.1028,3.0,0.0,Transit,0.21203,0.0720863,0.054289000000000004,0.8281000000000001,0.01056784,<0.5,Gas Giant - nan,No,Unknown,,Low,,Low,Low,4.422340000000001e+26,65057.72,6973336.993178607,Low,,Medium,Unknown,Low,0.18423338972975445,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Canyon World,Mirror World,Canyon World
HIP 4845 b,69.0,10.06,Neptune-like,2020,14.4,5.972e+24,0.347,71492.0,0.176,0.0936345,0.25,Radial Velocity,4.9968,1.77056,207.36,0.12040899999999999,0.030975999999999997,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,8.59968e+25,24807.724,9325983.666553862,Low,,Medium,Unknown,Unknown,0.21006904751017424,0.999977138275967,1.2100461857861413,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 48714 b,34.0,8.99,Neptune-like,2020,22.9,5.972e+24,0.456,71492.0,0.112,0.04873374,0.5,Radial Velocity,10.4424,1.00688,524.41,0.207936,0.012544000000000001,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,1.367588e+26,32600.352000000003,8588096.287676292,Low,,Medium,Unknown,Unknown,0.18560519456765284,0.9999856647930889,1.1855908593607418,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
HIP 5158 b,168.0,10.16,Gas Giant,2009,1.42,1.898e+27,1.21,71492.0,0.89,0.946475,0.52,Radial Velocity,1.7182,9.0424,2.0164,1.4641,0.7921,0.5-1,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,2.69516e+27,86505.31999999999,24037268.840113323,Unknown,,High,Unknown,Medium,0.21235538890667155,0.9998820143193262,1.2122374032259977,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 5158 c,168.0,10.16,Gas Giant,2011,15.04,1.898e+27,1.09,71492.0,7.7,24.7,0.14,Radial Velocity,16.3936,78.232,226.20159999999998,1.1881000000000002,59.290000000000006,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.854592e+28,77926.28,313734556.7988782,Low,,High,Unknown,Medium,0.21235538890667155,0.9989747396068285,1.2113301285135,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
HIP 54373 b,61.0,10.38,Neptune-like,2019,8.62,5.972e+24,0.256,71492.0,0.063,0.021355236,0.2,Radial Velocity,2.20672,0.6539400000000001,74.30439999999999,0.065536,0.003969,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,5.147864e+25,18301.952,10256954.835445022,Low,,Medium,Unknown,Unknown,0.21738533997896567,0.9999921929077603,1.217377532886726,Low,Unknown,Unknown,Titanium World,Mirror World,Titanium World
HIP 54373 c,61.0,10.38,Neptune-like,2019,12.44,5.972e+24,0.318,71492.0,0.099,0.041341547,0.2,Radial Velocity,3.95592,1.0276200000000002,154.75359999999998,0.101124,0.009801,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,7.429168e+25,22734.456,9593061.93474766,Low,,Medium,Unknown,Unknown,0.21738533997896567,0.9999873967418792,1.217372736720845,Low,Unknown,Unknown,Radiation World,Mirror World,Radiation World
HIP 55507 b,83.0,9.8,Gas Giant,2022,8.25957,1.898e+27,1.12,71492.0,5.055931,14.1,0.36,Radial Velocity,9.2507184,49.548123800000006,68.2204965849,1.2544000000000002,25.562438276761,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.567666386e+28,80071.04000000001,163188259.28544876,Low,,High,Unknown,Medium,0.2041245598792812,0.9993270005380765,1.2034515604173577,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
HIP 56640 b,399.0,7.94,Gas Giant,2021,6.76984,1.898e+27,1.13,71492.0,4.550828,7.3,0.12,Radial Velocity,7.649919199999999,36.13357432,45.830733625600004,1.2768999999999997,20.710035485584,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.284915632e+28,80785.95999999999,131398084.63620286,Low,,High,Unknown,Medium,0.16159860990443095,0.9993942938096047,1.1609929037140356,Very Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 57274 b,84.0,8.97,Neptune-like,2011,6.3566,5.972e+24,0.214,71492.0,0.07,0.022176592,0.19,Radial Velocity,1.3603124,0.6279000000000001,40.40636356,0.045795999999999996,0.004900000000000001,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,3.796161520000001e+25,15299.288,10824016.480724074,Low,,Low,Unknown,Unknown,0.1851479262883534,0.9999912603199501,1.1851391866083034,Very Low,Unknown,Unknown,Volcanic World,Shadow World,Volcanic World
HIP 57274 c,84.0,8.97,Gas Giant,2011,0.40902,1.898e+27,1.27,71492.0,0.178,0.08761123,0.05,Radial Velocity,0.5194554,1.59666,0.16729736039999998,1.6129,0.031684,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,7.763199599999999e+26,90794.84,6284990.4120779,Unknown,,Medium,Unknown,Low,0.1851479262883534,0.999976871822307,1.1851247981106603,Very Low,Unknown,Unknown,Titanium World,Shadow World,Titanium World
HIP 57274 d,84.0,8.97,Gas Giant,2011,0.5267,1.898e+27,1.27,71492.0,1.01,1.1819302,0.27,Radial Velocity,0.668909,9.0597,0.27741288999999997,1.6129,1.0201,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,9.996766e+26,90794.84,8093258.153736809,Unknown,,Medium,Unknown,Low,0.1851479262883534,0.9998660270997228,1.1850139533880761,Very Low,Unknown,Unknown,Tidally Locked World,Shadow World,Tidally Locked World
HIP 5763 b,104.0,9.82,Gas Giant,2021,0.51,1.898e+27,1.27,71492.0,0.17,0.08213552,0.05,Radial Velocity,0.6477,1.6694000000000002,0.2601,1.6129,0.028900000000000006,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,9.6798e+26,90794.84,7836646.3990996275,Unknown,,Medium,Unknown,Low,0.20458182815858064,0.9999779376369472,1.2045597657955278,Low,Unknown,Unknown,Radiation World,Mirror World,Radiation World
HIP 63242 b,510.0,6.86,Gas Giant,2013,9.18,1.898e+27,1.12,71492.0,0.565,0.34113622,0.23,Radial Velocity,10.2816,3.8759,84.27239999999999,1.2544000000000002,0.3192249999999999,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,1.742364e+28,80071.04000000001,181373633.28120223,Unknown,,High,Unknown,Medium,0.13690612282225983,0.9999253130390857,1.1368314358613456,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 65407 b,202.0,9.38,Gas Giant,2016,0.428,1.898e+27,1.28,71492.0,0.177,0.07693361,0.14,Radial Velocity,0.54784,1.66026,0.18318399999999999,1.6384,0.031328999999999996,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,8.12344e+26,91509.76,6474278.045297819,Unknown,,Medium,Unknown,Low,0.19452192601399243,0.999977005049137,1.1944989310631295,Very Low,Unknown,Unknown,Canyon World,Shadow World,Canyon World
HIP 65407 c,202.0,9.38,Gas Giant,2016,0.784,1.898e+27,1.24,71492.0,0.316,0.18425737,0.12,Radial Velocity,0.97216,2.9640800000000005,0.6146560000000001,1.5376,0.099856,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,1.488032e+27,88650.08,12636890.124222755,Unknown,,High,Unknown,Medium,0.19452192601399243,0.9999584865197629,1.1944804125337554,Very Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
HIP 65426 b,355.0,7.01,Gas Giant,2017,9.0,1.898e+27,1.5,71492.0,92.0,630.7,0.0,Direct Imaging,13.5,644.92,81.0,2.25,8464.0,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.7082e+28,107238.0,99135113.54594342,Low,,High,Unknown,Medium,0.14033563491700582,0.9877437178353795,1.1280793527523854,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 65891 b,490.0,6.75,Gas Giant,2015,6.08401,1.898e+27,1.14,71492.0,2.79266,3.0,0.13,Radial Velocity,6.935771399999999,18.850455,37.0151776801,1.2995999999999999,7.798949875600001,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.154745098e+28,81500.87999999999,116023973.17725748,Low,,High,Unknown,Medium,0.13439114728611276,0.9996285289589032,1.1340196762450159,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 65 A b,202.0,11.0,Gas Giant,2020,3.213,1.898e+27,2.03,71492.0,0.01782,0.0027378509,0.0,Transit,6.52239,0.19602,10.323369000000001,4.120899999999999,0.00031755239999999994,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,6.098274e+27,145128.75999999998,19323516.69678445,Unknown,,High,Unknown,Medium,0.2315606566372491,0.999998212095941,1.23155886873319,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 67522 b,415.0,9.79,Gas Giant,2020,0.228,1.898e+27,0.898,71492.0,0.1028,0.019164955,0.06,Transit,0.204744,0.0720863,0.051984,0.806404,0.01056784,<0.5,Gas Giant - nan,No,Unknown,,Low,,Low,Low,4.32744e+26,64199.816,7007283.535447214,Low,,Medium,Unknown,Low,0.20389592573963142,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
HIP 67537 b,379.0,6.43,Gas Giant,2017,13.5584,1.898e+27,1.1,71492.0,4.818835,6.9,0.59,Radial Velocity,14.91424,30.98510905,183.83021056,1.2100000000000002,23.221170757225,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.57338432e+28,78641.20000000001,277709405.6820907,Low,,High,Unknown,Medium,0.1270748548173213,0.9993585880865691,1.1264334429038905,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 67851 b,209.0,6.17,Gas Giant,2015,1.56675,1.898e+27,1.21,71492.0,0.482387,0.24339494,0.06,Radial Velocity,1.8957675,2.97632779,2.4547055625000005,1.4641,0.23269721776900001,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,2.9736915e+27,86505.31999999999,26521402.081160247,Unknown,,High,Unknown,Medium,0.12113036718642828,0.999936319307195,1.1210666864936232,Extremely Low,Unknown,Unknown,Methane World,Shadow World,Methane World
HIP 67851 c,209.0,6.17,Gas Giant,2015,7.64758,1.898e+27,1.13,71492.0,6.032077,10.7,0.36,Radial Velocity,8.641765399999999,37.21791509,58.48547985639999,1.2768999999999997,36.385952933929005,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.451510684e+28,80785.95999999999,148434433.32517937,Low,,High,Unknown,Medium,0.12113036718642828,0.999196951700851,1.1203273188872793,Extremely Low,Unknown,Unknown,Iron World,Shadow World,Iron World
HIP 70849 b,78.0,10.421,Gas Giant,2009,9.0,1.898e+27,1.12,71492.0,20.25,47.5,0.72,Radial Velocity,10.080000000000002,211.02525,81.0,1.2544000000000002,410.0625,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.7082e+28,80071.04000000001,177817287.53059044,Low,,High,Unknown,Medium,0.21832273995152957,0.9973027428899639,1.2156254828414934,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
HIP 71135 b,105.0,10.53,Neptune-like,2019,18.8,5.972e+24,0.406,71492.0,0.335,0.23874058,0.21,Radial Velocity,7.6328,3.52755,353.44000000000005,0.164836,0.11222500000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,1.122736e+26,29025.752,8893995.187032016,Low,,Medium,Unknown,Unknown,0.22081485207371163,0.9999559552099924,1.220770807283704,Low,Unknown,Unknown,Titanium World,Mirror World,Titanium World
HIP 74890 b,257.0,7.05,Gas Giant,2016,2.4,1.898e+27,1.18,71492.0,2.1,2.3,0.07,Radial Velocity,2.832,14.805,5.76,1.3923999999999999,4.41,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,4.5552e+27,84360.56,42718376.99480469,Low,,High,Unknown,Medium,0.14125017147560473,0.9997208098549911,1.140970981330596,Extremely Low,Unknown,Unknown,Unknown,Shadow World,Shadow World
